,id,name,short_description,gender,country,occupation,birth_year,death_year,manner_of_death,age_of_death,agerange
41603,Q241081,Dorothy Stratten,actress,Female,Canada,Artist,1960,1980.0,homicide,20.0,18-29
41615,Q241172,Metin Altıok,poet,Male,Turkey,Artist,1941,1993.0,,52.0,50-59
41647,Q241382,Jeanna Friske,actor,Female,Russia; Soviet Union,Artist,1974,2015.0,natural causes,41.0,40-49
41818,Q242945,Mary Kay Bergman,actress,Female,United States of America,Artist,1961,1999.0,suicide,38.0,30-39
41983,Q246041,Ann Christy,singer,Female,Belgium,Artist,1945,1984.0,natural causes,39.0,30-39
42219,Q249356,Onat Kutlar,writer,Male,Turkey,Artist,1936,1995.0,,59.0,50-59
42333,Q250608,Ali Hatami,film,Male,Iran,Artist,1944,1996.0,natural causes,52.0,50-59
42393,Q251381,Augusto Daolio,singer,Male,Italy,Artist,1947,1992.0,natural causes,45.0,40-49
42431,Q251638,Jeffrey Boam,film,Male,United States of America,Artist,1946,2000.0,,54.0,50-59
42562,Q253090,Robert Urich,,Male,United States of America,Artist,1946,2002.0,natural causes,56.0,50-59
42702,Q254596,Dominique Dunne,actress,Female,United States of America,Artist,1959,1982.0,homicide,23.0,18-29
42706,Q254620,Katrin Cartlidge,actress,Female,United Kingdom,Artist,1961,2002.0,natural causes,41.0,40-49
42713,Q254663,Hannah Wilke,artist,Female,United States of America,Artist,1940,1993.0,,53.0,50-59
42756,Q255129,Leslie Carter,singer,Female,United States of America,Artist,1986,2012.0,,26.0,18-29
42893,Q256370,Amparo Muñoz,actress,Female,Spain,Artist,1954,2011.0,natural causes,57.0,50-59
42952,Q257145,Stan Kirsch,actor,Male,United States of America,Artist,1968,2020.0,,52.0,50-59
42996,Q257601,Lionel Benhamou,musician,Male,France,Artist,1956,1995.0,,39.0,30-39
43073,Q258614,György Száraz,writer,Male,Hungary,Artist,1930,1987.0,,57.0,50-59
43105,Q258991,Zohar Argov,singer,Male,Israel,Artist,1955,1987.0,accident,32.0,30-39
43127,Q259217,Robert Bingham,writer,Male,United States of America,Artist,1966,1999.0,,33.0,30-39
43193,Q259884,Origa,singer,Female,Japan; Russia; Soviet Union,Artist,1970,2015.0,natural causes,45.0,
43194,Q259888,Kage Baker,writer,Female,United States of America,Artist,1952,2010.0,natural causes,58.0,50-59
43358,Q261456,Delphine Seyrig,actress,Female,France,Artist,1932,1990.0,natural causes,58.0,50-59
43434,Q262102,Debra Hill,film,Female,United States of America,Artist,1950,2005.0,natural causes,55.0,50-59
43437,Q262112,Henrik Takkenberg,singer,Male,Kingdom of the Netherlands,Artist,1967,2006.0,,39.0,30-39
43450,Q262267,Elizabeth Peña,actress,Female,United States of America,Artist,1959,2014.0,natural causes,55.0,50-59
43464,Q262389,Alberta Watson,actress,Female,Canada,Artist,1955,2015.0,natural causes,60.0,50-59
43617,Q263663,Lisa Blount,actress,Female,United States of America,Artist,1957,2010.0,,53.0,50-59
43672,Q264199,Dana Plato,actress,Female,United States of America,Artist,1964,1999.0,suicide,35.0,30-39
43730,Q264783,Edith González,actress,Female,Mexico,Artist,1964,2019.0,natural causes,55.0,50-59
43743,Q264959,Leonid Vladimirovich Kharitonov,actor,Male,Soviet Union,Artist,1930,1987.0,,57.0,50-59
43750,Q265037,Skye McCole Bartusiak,actress,Female,United States of America,Artist,1992,2014.0,accident,22.0,18-29
43903,Q266425,Carrie Snodgress,actress,Female,United States of America,Artist,1945,2004.0,natural causes,59.0,50-59
43908,Q266451,Elizabeth Hartman,,Female,United States of America,Artist,1943,1987.0,suicide,44.0,40-49
44002,Q267244,Jacques Villeret,actor,Male,France,Artist,1951,2005.0,,54.0,50-59
44041,Q267572,Harold Vick,musician,Male,United States of America,Artist,1936,1987.0,,51.0,50-59
44047,Q267622,Taylor Mitchell,singer,Female,Canada,Artist,1990,2009.0,accident,19.0,18-29
44073,Q267845,Gina Pane,artist,Female,France,Artist,1939,1990.0,,51.0,50-59
44102,Q268118,Kelly Johnson,musician,Female,United Kingdom,Artist,1958,2007.0,natural causes,49.0,40-49
44142,Q268520,Carmelo Palomino Kayser,poet,Male,Spain,Artist,1952,2000.0,,48.0,40-49
44172,Q268764,Heinz,singer,Male,United Kingdom,Artist,1942,2000.0,natural causes,58.0,50-59
44235,Q269340,Felipe Arriaga,actor,Male,Mexico,Artist,1937,1988.0,,51.0,50-59
44261,Q269497,Kelly Asbury,film,Male,United States of America,Artist,1960,2020.0,,60.0,50-59
44308,Q269841,Cássia Eller,singer,Female,Brazil,Artist,1962,2001.0,natural causes,39.0,30-39
44339,Q270089,Hanna Yablonska,writer,Female,Ukraine,Artist,1981,2011.0,homicide,30.0,18-29
44376,Q270447,Grethe Kausland,actor,Female,Norway,Artist,1947,2007.0,natural causes,60.0,50-59
44406,Q270691,Sridevi,actress,Female,India,Artist,1963,2018.0,accident,55.0,50-59
44423,Q270807,Julie Strain,actress,Female,United States of America,Artist,1962,2021.0,,59.0,50-59
44453,Q270970,Alexi Laiho,musician,Male,Finland,Artist,1979,2020.0,,41.0,40-49
44500,Q271471,Verne Troyer,actor,Male,United States of America,Artist,1969,2018.0,,49.0,40-49
44532,Q271644,Judy Tyler,actress,Female,United States of America,Artist,1932,1957.0,accident,25.0,18-29
44573,Q271840,Nell Carter,singer,Female,United States of America,Artist,1948,2003.0,natural causes,55.0,50-59
44574,Q271848,Diane Varsi,actress,Female,United States of America,Artist,1938,1992.0,natural causes,54.0,50-59
44579,Q271859,Yūko Mizutani,actress,Female,Japan,Artist,1964,2016.0,natural causes,52.0,50-59
44640,Q272141,Lisa Robin Kelly,film,Female,United States of America,Artist,1970,2013.0,natural causes,43.0,40-49
44699,Q272516,Arleen Auger,,Female,United States of America,Artist,1939,1993.0,natural causes,54.0,50-59
44747,Q272803,Çetin Alp,musician,Male,Turkey,Artist,1947,2004.0,natural causes,57.0,50-59
44767,Q272943,Joe Dassin,musician,Male,United States of America; France,Artist,1938,1980.0,natural causes,42.0,
44788,Q273050,Sylvia Millecam,actress,Female,Kingdom of the Netherlands,Artist,1956,2001.0,natural causes,45.0,40-49
44791,Q273056,Nancy Parsons,,Female,United States of America,Artist,1942,2001.0,natural causes,59.0,50-59
44826,Q273196,Marian Engel,writer,Female,Canada,Artist,1933,1985.0,,52.0,50-59
44841,Q273230,Brigid Bazlen,actress,Female,United States of America,Artist,1944,1989.0,natural causes,45.0,40-49
44842,Q273232,Ève Gagnier,actor,Female,Canada,Artist,1930,1984.0,,54.0,50-59
44868,Q273379,Sally Menke,film,Female,United States of America,Artist,1953,2010.0,,57.0,50-59
44874,Q273433,Yoko Watanabe,,Female,Japan,Artist,1953,2004.0,natural causes,51.0,50-59
44884,Q273541,Joan Hackett,actress,Female,United States of America,Artist,1934,1983.0,natural causes,49.0,40-49
44916,Q273797,Edith Lefel,singer,Female,France,Artist,1963,2003.0,natural causes,40.0,30-39
44973,Q274081,Darla Hood,,Female,United States of America,Artist,1931,1979.0,natural causes,48.0,40-49
44994,Q274200,Janet Munro,actress,Female,United Kingdom,Artist,1934,1972.0,natural causes,38.0,30-39
45168,Q274883,Cecily Adams,actress,Female,United States of America,Artist,1958,2004.0,natural causes,46.0,40-49
45243,Q275228,Carola Standertskjöld,singer,Female,Finland,Artist,1941,1997.0,natural causes,56.0,50-59
45259,Q275337,Daniela Rocca,actress,Female,Italy; Kingdom of Italy,Artist,1937,1995.0,natural causes,58.0,50-59
45286,Q275480,Ashleigh Aston Moore,,Female,United States of America,Artist,1981,2007.0,accident,26.0,18-29
45434,Q276401,Olivia Goldsmith,writer,Female,United States of America,Artist,1949,2004.0,natural causes,55.0,50-59
45493,Q276913,Ernesto McCausland,film,Male,Colombia,Artist,1961,2012.0,natural causes,51.0,50-59
45577,Q278024,Andy Palacio,musician,Male,Belize,Artist,1960,2008.0,natural causes,48.0,
45588,Q278174,Takeshi Kaikō,writer,Male,Japan,Artist,1930,1989.0,natural causes,59.0,50-59
45590,Q278179,Leon Wilkeson,musician,Male,United States of America,Artist,1952,2001.0,,49.0,40-49
45602,Q278366,Andy Kulberg,musician,Male,United States of America,Artist,1944,2002.0,,58.0,50-59
45684,Q279140,Irene Kral,singer,Female,United States of America,Artist,1932,1978.0,natural causes,46.0,40-49
45766,Q280001,John Steakley,writer,Male,United States of America,Artist,1951,2010.0,,59.0,50-59
45891,Q281434,Angel Wainaina,actress,Female,Kenya,Artist,1983,2009.0,,26.0,
45966,Q282105,Bogumił Kobiela,actor,Male,Poland,Artist,1931,1969.0,,38.0,30-39
46033,Q282787,Derek Jarman,film,Male,United Kingdom,Artist,1942,1994.0,natural causes,52.0,50-59
46187,Q284271,Ben Graves,musician,Male,United States of America,Artist,1972,2018.0,,46.0,40-49
46264,Q285116,Bruce Fairbairn,musician,Male,Canada,Artist,1949,1999.0,,50.0,40-49
46585,Q288076,Franca Raimondi,singer,Female,Italy; Kingdom of Italy,Artist,1932,1988.0,natural causes,56.0,50-59
46665,Q289075,Belinda Lee,actress,Female,United Kingdom,Artist,1935,1961.0,accident,26.0,18-29
47019,Q292423,Jan Kerouac,,Female,United States of America,Artist,1952,1996.0,,44.0,40-49
47030,Q292635,Dominique Laffin,actress,Female,France,Artist,1952,1985.0,natural causes,33.0,30-39
47196,Q295123,Guillaume Depardieu,actor,Male,France,Artist,1971,2008.0,natural causes,37.0,30-39
47266,Q296177,John Cazale,actor,Male,United States of America,Artist,1935,1978.0,natural causes,43.0,40-49
47287,Q296484,Cory Monteith,actor,Male,Canada,Artist,1982,2013.0,,31.0,30-39
47301,Q296752,Carlos Ruiz Zafón,writer,Male,Spain,Artist,1964,2020.0,,56.0,50-59
47311,Q296876,Maurice Gibb,singer,Male,United Kingdom,Artist,1949,2003.0,natural causes,54.0,50-59
47347,Q297453,Grégory Lemarchal,singer,Male,France,Artist,1983,2007.0,natural causes,24.0,18-29
47376,Q297744,Chris Penn,actor,Male,United States of America,Artist,1965,2006.0,,41.0,40-49
47478,Q298930,Phil Lynott,singer,Male,Ireland,Artist,1949,1986.0,natural causes,37.0,30-39
47608,Q301066,Junior Delgado,musician,Male,Jamaica,Artist,1958,2005.0,,47.0,
47627,Q301362,Angelique Pettyjohn,actress,Female,United States of America,Artist,1943,1992.0,natural causes,49.0,40-49
47647,Q301632,Aaron Allston,writer,Male,United States of America,Artist,1960,2014.0,natural causes,54.0,50-59
47681,Q301951,Jean-Patrick Manchette,writer,Male,France,Artist,1942,1995.0,natural causes,53.0,50-59
47819,Q303715,Leonard Frey,,Male,United States of America,Artist,1938,1988.0,natural causes,50.0,40-49
47850,Q304342,Stephanie Parker,actress,Female,United Kingdom,Artist,1987,2009.0,suicide,22.0,18-29
48063,Q308722,James Gandolfini,actor,Male,United States of America,Artist,1961,2013.0,natural causes,52.0,50-59
48345,Q311450,Billy Preston,musician,Male,United States of America,Artist,1946,2006.0,natural causes,60.0,50-59
48393,Q311752,Chris Farley,actor,Male,United States of America,Artist,1964,1997.0,,33.0,30-39
48494,Q312387,Joey Ramone,musician,Male,United States of America,Artist,1951,2001.0,natural causes,50.0,40-49
48546,Q312579,Iain Banks,writer,Male,United Kingdom,Artist,1954,2013.0,natural causes,59.0,50-59
48643,Q312870,Jerry Garcia,musician,Male,United States of America,Artist,1942,1995.0,natural causes,53.0,50-59
48701,Q313081,Kyū Sakamoto,singer,Male,Japan,Artist,1941,1985.0,accident,44.0,40-49
48765,Q313367,Gary Coleman,actor,Male,United States of America,Artist,1968,2010.0,accident,42.0,40-49
48884,Q313820,Duane Allman,musician,Male,United States of America,Artist,1946,1971.0,accident,25.0,18-29
48950,Q314133,Anton Yelchin,film,Male,United States of America; Soviet Union,Artist,1989,2016.0,accident,27.0,
49001,Q314424,Mark Salling,actor,Male,United States of America,Artist,1982,2018.0,suicide,36.0,30-39
49069,Q314812,John Ritter,actor,Male,United States of America,Artist,1948,2003.0,,55.0,50-59
49453,Q316562,Eric Carr,musician,Male,United States of America,Artist,1950,1991.0,natural causes,41.0,40-49
49639,Q317539,Jonathan Brandis,actor,Male,United States of America,Artist,1976,2003.0,suicide,27.0,18-29
49795,Q318165,Luke Perry,actor,Male,United States of America,Artist,1966,2019.0,,53.0,50-59
50095,Q319737,Ian Stewart,musician,Male,United Kingdom,Artist,1938,1985.0,natural causes,47.0,40-49
50260,Q320590,Kalervo Palsa,artist,Male,Finland,Artist,1947,1987.0,,40.0,30-39
50273,Q320634,Eberhard Havekost,artist,Male,Germany,Artist,1967,2019.0,,52.0,50-59
50382,Q321108,Rodrigo Bueno,singer,Male,Argentina,Artist,1973,2000.0,accident,27.0,18-29
50395,Q321161,Andrzej Krzanowski,composer,Male,Poland,Artist,1951,1990.0,,39.0,30-39
50449,Q321395,Humbert Balsan,film,Male,France,Artist,1954,2005.0,suicide,51.0,50-59
50553,Q321806,Chris LeDoux,singer,Male,United States of America,Artist,1948,2005.0,natural causes,57.0,50-59
50710,Q322561,John Barnes Chance,composer,Male,United States of America,Artist,1932,1972.0,accident,40.0,30-39
50718,Q322586,Danny Joe Brown,,Male,United States of America,Artist,1951,2005.0,natural causes,54.0,50-59
50789,Q322881,Søren Hyldgaard,composer,Male,Denmark,Artist,1962,2018.0,,56.0,50-59
50815,Q322972,Siegfried Behrend,musician,Male,Germany,Artist,1933,1990.0,,57.0,50-59
50929,Q323449,Abraham Afewerki,singer,Male,Eritrea,Artist,1966,2006.0,accident,40.0,
50935,Q323456,Del Shannon,musician,Male,United States of America,Artist,1934,1990.0,suicide,56.0,50-59
51005,Q323659,Jean-Claude Lauzon,film,Male,Canada,Artist,1953,1997.0,accident,44.0,40-49
51184,Q324300,Georg Klusemann,artist,Male,Germany,Artist,1942,1981.0,,39.0,30-39
51326,Q324905,Nikki Sudden,musician,Male,United Kingdom,Artist,1956,2006.0,natural causes,50.0,40-49
51392,Q325166,Stefano Scodanibbio,musician,Male,Italy,Artist,1956,2012.0,,56.0,50-59
51435,Q325334,Steve Tracy,,Male,United States of America,Artist,1952,1986.0,natural causes,34.0,30-39
51477,Q325484,Don Wilkerson,musician,Male,United States of America,Artist,1932,1986.0,,54.0,50-59
51556,Q325742,Justin Pierce,actor,Male,United Kingdom,Artist,1975,2000.0,suicide,25.0,18-29
51585,Q325832,Tom Villard,actor,Male,United States of America,Artist,1953,1994.0,natural causes,41.0,40-49
51647,Q326038,Aljoscha Rompe,singer,Male,Germany; German Democratic Republic,Artist,1947,2000.0,,53.0,50-59
51658,Q326094,Michael Zaslow,actor,Male,United States of America,Artist,1942,1998.0,natural causes,56.0,50-59
51760,Q326474,Neda Agha-Soltan,musician,Female,Iran,Artist,1982,2009.0,,27.0,18-29
51780,Q326554,Václav Hrabě,poet,Male,Czech Republic,Artist,1940,1965.0,,25.0,18-29
51812,Q326660,Ugo Riccarelli,writer,Male,Italy,Artist,1954,2013.0,,59.0,50-59
51973,Q327276,Prince Ital Joe,musician,Male,United States of America,Artist,1963,2001.0,accident,38.0,30-39
52011,Q327426,Sean Flynn,actor,Male,United States of America,Artist,1941,1970.0,,29.0,18-29
52068,Q327747,Bernard Bresslaw,actor,Male,United Kingdom,Artist,1934,1993.0,natural causes,59.0,50-59
52076,Q327767,Marc Porel,actor,Male,Switzerland; France,Artist,1949,1983.0,,34.0,
52094,Q327819,Grant McLennan,singer,Male,Australia,Artist,1958,2006.0,natural causes,48.0,40-49
52119,Q327900,Şadi Üçüncü,writer,Male,Turkey,Artist,1948,2004.0,,56.0,50-59
52186,Q328106,Jason Rhoades,artist,Male,United States of America,Artist,1965,2006.0,natural causes,41.0,40-49
52196,Q328133,Chris Witchhunter,musician,Male,Germany,Artist,1965,2008.0,,43.0,40-49
52258,Q328341,Robert Smithson,artist,Male,United States of America,Artist,1938,1973.0,,35.0,30-39
52317,Q328550,Tom Reamy,writer,Male,United States of America,Artist,1935,1977.0,,42.0,40-49
52334,Q328633,Ondine,actor,Male,United States of America,Artist,1937,1989.0,,52.0,50-59
52377,Q328780,Wade Domínguez,actor,Male,United States of America,Artist,1966,1998.0,natural causes,32.0,30-39
52583,Q329716,Michael Jeter,actor,Male,United States of America,Artist,1952,2003.0,,51.0,50-59
52591,Q329764,Francisco Guerrero Marín,composer,Male,Spain,Artist,1951,1997.0,,46.0,40-49
52709,Q330183,Dan Vadis,actor,Male,United States of America,Artist,1938,1987.0,,49.0,40-49
52751,Q330347,Freddie Waits,musician,Male,United States of America,Artist,1940,1989.0,natural causes,49.0,40-49
52762,Q330394,C. Jérôme,singer,Male,France,Artist,1946,2000.0,natural causes,54.0,50-59
53023,Q331516,Dick Twardzik,,Male,United States of America,Artist,1931,1955.0,,24.0,18-29
53045,Q331759,Michael Hutchence,musician,Male,Australia,Artist,1960,1997.0,suicide,37.0,30-39
53061,Q331922,Rory Gallagher,musician,Male,Ireland,Artist,1948,1995.0,,47.0,40-49
53328,Q333190,Vincent Schiavelli,actor,Male,United States of America,Artist,1948,2005.0,natural causes,57.0,50-59
54390,Q337409,Juris Podnieks,film,Male,Latvia; Soviet Union,Artist,1950,1992.0,accident,42.0,
54482,Q337891,Vlatko Ilievski,singer,Male,North Macedonia,Artist,1985,2018.0,,33.0,
54523,Q338177,Jack Wild,actor,Male,United Kingdom,Artist,1952,2006.0,natural causes,54.0,50-59
54644,Q339020,Christopher Okigbo,poet,Male,Nigeria,Artist,1930,1967.0,,37.0,30-39
54761,Q340074,Samad Behrangi,writer,Male,Iran,Artist,1939,1967.0,,28.0,18-29
54811,Q341461,Carole Fredericks,singer,Female,United States of America,Artist,1952,2001.0,natural causes,49.0,40-49
54829,Q342370,Corey Haim,actor,Male,Canada,Artist,1971,2010.0,natural causes,39.0,30-39
54903,Q343378,Wallace Roney,musician,Male,United States of America,Artist,1960,2020.0,,60.0,50-59
55279,Q347023,Michael Brecker,musician,Male,United States of America,Artist,1949,2007.0,natural causes,58.0,50-59
55534,Q348426,Attila Kaszás,actor,Male,Slovakia,Artist,1960,2007.0,,47.0,
55565,Q348571,Ronnie Van Zant,singer,Male,United States of America,Artist,1948,1977.0,accident,29.0,18-29
55726,Q349486,Manuel Carmo,artist,Male,Portugal,Artist,1958,2015.0,,57.0,50-59
55735,Q349510,Kenneth McMillan,actor,Male,United States of America,Artist,1932,1989.0,,57.0,50-59
56041,Q351193,Adam Wiśniewski-Snerg,writer,Male,Poland,Artist,1937,1995.0,suicide,58.0,50-59
56154,Q351977,Peter Thorup,musician,Male,Denmark,Artist,1948,2007.0,,59.0,50-59
56259,Q352748,John Spencer,actor,Male,United States of America,Artist,1946,2005.0,natural causes,59.0,50-59
56316,Q353126,Börje Fredriksson,musician,Male,Sweden,Artist,1937,1968.0,suicide,31.0,30-39
56329,Q353191,Rolf Billberg,musician,Male,Sweden,Artist,1930,1966.0,,36.0,30-39
56379,Q353579,Marshall Rogers,,Male,United States of America,Artist,1950,2007.0,natural causes,57.0,50-59
56403,Q353741,Imre Soós,actor,Male,Hungary,Artist,1930,1957.0,suicide,27.0,18-29
56455,Q354002,Ian Dury,musician,Male,United Kingdom,Artist,1942,2000.0,natural causes,58.0,50-59
56457,Q354006,Ronnie Self,musician,Male,United States of America,Artist,1938,1981.0,,43.0,40-49
56583,Q354664,Luciano Catenacci,actor,Male,Italy; Kingdom of Italy,Artist,1933,1990.0,,57.0,50-59
56699,Q355546,Lee Brilleaux,musician,Male,United Kingdom,Artist,1952,1994.0,,42.0,40-49
56729,Q355723,Michele Lupo,film,Male,Italy; Kingdom of Italy,Artist,1932,1989.0,,57.0,50-59
56893,Q356819,Adi Lödel,actor,,Germany,Artist,1937,1955.0,,18.0,18-29
57002,Q357680,Kamel Messaoudi,,Male,Algeria,Artist,1961,1998.0,accident,37.0,
57164,Q358828,Stanislav Stratiev,writer,Male,Bulgaria,Artist,1941,2000.0,,59.0,50-59
57292,Q359640,Stephen Albert,composer,Male,United States of America,Artist,1941,1992.0,accident,51.0,50-59
57497,Q360927,Irrfan Khan,actor,Male,India,Artist,1967,2020.0,,53.0,50-59
57668,Q361453,Gary Windo,musician,Male,United Kingdom,Artist,1941,1992.0,,51.0,50-59
57674,Q361478,Joel Rosenberg,writer,Male,Canada,Artist,1954,2011.0,,57.0,50-59
57926,Q362217,Mark Gruenwald,,Male,United States of America,Artist,1953,1996.0,natural causes,43.0,40-49
58111,Q363005,John Singleton,film,Male,United States of America,Artist,1968,2019.0,,51.0,50-59
58183,Q363236,Scott Weiland,musician,Male,United States of America,Artist,1967,2015.0,,48.0,40-49
58586,Q364434,Ivan Jandl,actor,Male,Czech Republic,Artist,1937,1987.0,natural causes,50.0,40-49
58873,Q365270,Bruce Haack,musician,Male,Canada,Artist,1931,1988.0,,57.0,50-59
58879,Q365292,Adolph Caesar,actor,Male,United States of America,Artist,1933,1986.0,natural causes,53.0,50-59
